,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
115,18,7,8,7,3,0
116,19,7,8,8,4,0
117,18,5,8,7,3,0
118,5,7,11,8,4,0
119,19,5,8,7,2,0
120,20,7,10,4,2,1
121,18,7,8,6,3,0
122,18,5,8,7,3,0
123,18,5,10,8,2,0
124,5,6,8,7,3,0
125,19,6,8,4,3,0
126,18,5,1,8,4,0
127,18,5,1,8,4,0
128,18,6,1,8,4,0
129,18,5,1,8,4,0
130,18,5,1,8,4,0
131,18,5,1,8,4,0
132,18,5,1,8,4,0
133,18,5,1,8,4,0
134,18,5,1,8,4,0
135,18,5,1,8,4,0
136,18,5,1,8,4,0
137,18,5,1,8,4,0
138,18,6,1,8,4,0
139,20,7,7,7,2,1
140,18,7,8,0,2,0
141,18,6,8,7,3,0
142,18,7,10,7,3,0
143,19,7,11,7,3,0
144,27,7,8,5,2,1
145,15,5,7,4,2,1
146,18,6,10,8,2,1
147,27,5,6,4,2,0
148,18,6,7,6,3,1
149,18,6,8,6,3,0
150,18,6,7,6,3,0
151,5,7,7,7,3,1
152,15,5,6,8,3,1
153,15,6,10,8,4,1
154,15,6,11,8,4,1
155,15,6,8,8,4,1
156,15,6,6,8,4,1
157,18,6,8,7,3,0
158,15,6,7,8,4,1
159,15,5,6,2,4,0
160,18,7,8,7,3,0
161,0,6,6,6,4,0
162,19,7,8,8,1,0
163,27,7,7,7,3,1
164,19,7,7,7,3,0
165,18,7,8,5,2,0
166,18,6,10,6,4,0
167,18,5,8,8,3,0
168,19,5,7,8,3,1
169,18,7,10,6,3,0
170,15,6,8,8,4,1
171,19,6,8,6,4,0
172,15,6,7,8,4,1
173,15,6,11,8,4,1
174,15,6,6,8,4,1
175,19,5,6,8,3,1
176,18,7,11,7,3,1
177,25,4,8,7,3,0
178,19,1,7,6,3,0
179,9,7,8,7,3,0
180,9,7,11,1,2,1
181,19,6,8,7,3,0
182,18,7,10,8,4,1
183,18,6,8,6,3,0
184,15,6,10,8,4,1
185,27,6,11,8,4,1
186,15,6,8,8,4,1
187,21,6,11,6,4,0
188,15,6,6,8,4,1
189,27,6,7,6,4,1
190,15,6,6,8,4,1
191,9,6,7,7,4,0
192,18,6,8,6,4,0
193,18,7,10,8,2,1
194,9,6,7,7,3,0
195,18,5,6,7,3,0
196,9,6,11,7,4,0
197,0,7,6,1,1,0
198,18,6,8,4,3,0
199,18,6,8,7,3,0
200,15,6,8,8,4,1
201,18,6,8,7,4,0
202,15,6,6,8,4,1
203,15,6,10,8,4,1
204,15,5,8,8,4,0
205,18,7,6,8,2,0
206,5,5,7,8,3,1
207,15,5,10,6,3,1
208,18,5,6,7,3,0
209,18,6,8,6,3,0
210,18,6,8,7,3,0
211,18,5,6,3,2,1
212,19,5,11,7,3,1
213,15,5,7,8,3,1
214,18,5,10,6,4,0
215,19,5,10,8,3,1
216,18,5,11,5,3,0
217,19,5,7,8,2,1
218,18,5,11,7,3,0
219,9,5,8,7,3,0
220,18,5,6,7,3,0
221,18,5,8,8,3,1
222,18,5,6,8,4,1
223,19,5,11,8,2,0
224,2,5,6,2,2,0
225,5,6,7,7,3,1
226,18,7,6,6,3,0
227,15,6,6,8,4,1
228,19,6,7,4,4,1
229,15,6,6,8,4,1
230,15,6,7,8,4,1
231,18,7,6,6,3,1
232,18,7,7,7,3,1
233,20,7,6,8,4,0
234,5,7,7,7,3,1
235,18,7,6,7,3,0
236,18,7,7,7,3,0
237,5,7,6,8,2,1
238,20,2,7,7,3,0
239,18,7,7,8,3,1
240,18,7,6,8,3,0
241,5,7,6,7,3,0
242,18,7,7,8,2,1
243,15,7,7,1,2,1
244,19,7,6,3,2,1
245,19,7,7,7,3,0
246,15,6,7,8,4,1
247,15,6,7,8,4,1
248,15,6,7,8,4,1
249,15,6,7,8,4,1
250,19,7,6,6,3,0
251,9,6,6,7,3,0
252,27,5,6,6,2,0
253,9,5,6,4,2,1
254,19,5,7,8,3,0
255,18,5,7,7,3,1
256,27,5,6,6,3,0
257,18,5,6,7,3,0
258,27,5,6,7,3,0
259,19,5,6,8,2,0
260,5,5,7,8,2,1
261,18,5,6,8,2,1
262,18,4,8,7,3,0
263,5,5,6,8,4,1
264,25,7,6,7,3,0
265,18,6,8,3,3,1
266,5,7,6,8,2,0
267,5,7,7,7,3,1
268,19,7,11,8,2,1
269,9,7,8,7,3,0
270,19,7,6,1,2,0
271,15,5,6,8,4,1
272,1,5,7,7,3,1
273,19,6,8,3,3,1
274,19,6,7,7,3,1
275,1,7,8,6,2,1
276,15,6,7,8,4,1
277,19,6,11,8,4,1
278,15,6,6,8,4,1
279,15,6,8,8,4,1
280,15,6,7,8,4,1
281,15,6,11,8,4,1
282,15,6,7,8,4,1
283,15,6,6,8,4,1
284,10,5,11,8,1,0
285,19,6,6,8,3,1
286,12,5,6,7,1,0
287,19,7,6,3,3,0
288,15,6,2,8,4,0
289,19,6,8,7,3,0
290,15,6,7,8,4,1
291,15,6,6,8,4,1
292,15,6,11,8,4,1
293,18,6,7,3,3,1
294,19,7,7,7,3,0
295,18,7,11,8,2,0
296,18,7,11,0,2,0
297,27,7,11,7,3,1
298,19,5,6,2,2,0
299,5,6,8,8,4,1
300,12,7,6,8,1,1
301,27,5,11,8,4,1
302,9,5,8,6,3,0
303,9,6,11,5,3,0
304,18,5,8,8,3,1
305,27,5,7,8,4,1
306,5,5,6,8,4,1
307,9,6,7,6,3,0
308,15,6,11,8,4,0
309,18,7,11,7,3,0
310,18,5,11,3,4,1
311,18,6,11,7,3,0
312,18,5,7,5,2,1
313,27,5,8,8,2,0
314,19,7,10,0,2,0
315,19,7,8,7,3,0
316,18,7,10,3,2,0
317,19,6,7,8,4,1
318,15,6,7,8,4,1
319,15,6,6,8,4,1
320,19,5,7,8,0,0
321,9,6,8,6,3,0
322,19,5,11,8,2,0
323,27,5,8,7,3,0
324,2,5,6,4,2,0
325,19,7,11,1,2,1
326,19,6,8,4,3,0
327,19,5,7,7,3,0
328,18,6,8,6,3,0
329,5,7,2,1,2,0
330,15,6,10,8,4,1
331,18,6,11,8,4,1
332,18,6,7,7,3,0
333,15,6,6,8,4,1
334,27,6,7,8,4,1
335,15,7,2,5,4,1
336,15,6,8,8,4,1
337,15,6,10,8,4,1
338,15,6,6,8,4,1
339,15,6,7,8,4,1
340,15,6,8,8,4,1
341,5,6,10,3,4,1
342,18,5,10,7,3,0
343,27,6,6,8,4,1
344,15,6,11,8,4,1
345,15,6,7,8,4,1
346,15,6,11,8,4,1
347,15,6,10,8,4,1
348,27,6,10,6,4,0
349,15,6,10,8,4,1
350,19,6,10,7,4,1
351,9,7,8,0,2,0
352,9,6,8,7,3,0
353,9,6,8,7,3,0
354,18,5,8,6,3,0
355,9,7,7,8,2,1
356,19,7,11,5,2,1
357,9,7,10,5,2,1
358,18,7,8,5,2,0
359,18,6,11,6,3,0
360,19,7,10,1,2,1
361,12,7,11,8,1,1
362,9,7,7,5,2,1
363,20,7,6,7,3,1
364,18,7,6,8,2,0
365,18,6,2,8,2,0
366,19,7,8,7,3,0
367,18,5,6,8,3,0
368,18,7,10,8,3,1
369,18,6,6,7,3,0
370,18,6,11,7,3,0
371,18,6,8,7,3,1
372,18,6,6,8,4,0
373,27,5,6,4,4,1
374,27,5,10,8,4,1
375,27,5,7,8,3,1
376,19,5,7,8,4,1
377,27,5,11,8,4,0
378,15,5,7,8,4,1
379,0,5,7,8,4,1
380,15,5,7,8,4,1
381,18,5,11,4,3,1
382,12,5,8,7,4,0
383,18,5,6,7,3,0
384,27,5,6,3,2,0
385,18,6,6,6,3,1
386,5,7,8,8,3,1
387,27,7,10,7,2,0
388,20,7,10,7,3,0
389,27,7,8,1,2,0
390,9,5,6,4,2,0
391,19,7,6,7,3,0
392,18,5,11,1,2,0
393,5,6,8,6,3,0
394,25,7,8,8,2,0
395,18,7,11,6,3,0
396,27,7,6,7,3,0
397,9,7,11,7,3,0
398,18,7,7,0,2,1
399,18,7,8,6,3,0
400,18,7,11,7,3,1
401,18,7,10,8,2,0
402,19,5,10,4,4,0
403,18,7,8,1,2,0
404,27,7,10,2,2,1
405,19,5,7,7,3,0
406,5,7,6,1,2,0
407,18,6,8,7,3,0
408,18,6,11,7,3,0
409,15,6,11,8,4,1
410,18,7,7,8,2,1
411,9,6,8,5,4,0
412,15,6,11,8,4,1
413,15,6,10,8,4,1
414,15,6,7,8,4,1
415,18,6,8,7,3,0
416,15,6,7,8,4,1
417,15,6,11,8,4,1
418,15,6,7,8,4,1
419,15,6,10,8,4,1
420,15,6,10,8,4,1
421,25,7,11,7,3,0
422,18,6,8,3,4,1
423,1,7,7,2,2,1
424,9,6,8,7,3,0
425,19,7,10,1,1,1
426,25,7,8,7,3,0
427,2,7,6,5,2,1
428,19,7,8,4,2,1
429,5,7,7,6,2,1
430,9,6,10,7,4,1
431,19,6,11,4,3,1
432,27,5,6,6,2,0
433,20,7,10,7,3,0
434,9,7,11,5,2,0
435,27,7,8,1,2,0
436,5,7,11,8,2,1
437,27,7,6,6,2,1
438,9,7,7,8,2,1
439,18,7,11,3,2,0
440,5,7,8,8,2,1
441,9,6,11,7,3,0
442,19,2,7,7,1,0
443,9,7,7,5,2,1
444,19,7,11,1,1,1
445,18,7,6,7,3,1
446,27,6,8,6,3,0
447,18,5,8,8,3,0
448,20,7,10,7,3,1
449,15,6,10,8,4,1
450,9,6,6,5,1,0
451,9,6,11,7,3,0
452,27,6,7,8,4,0
453,9,6,11,3,4,0
454,1,6,10,8,4,1
455,15,6,6,8,4,1
456,18,7,10,4,2,1
457,15,6,8,8,4,1
458,15,6,7,8,4,1
459,15,6,11,8,4,1
460,15,6,7,8,4,1
461,9,6,10,4,4,1
462,9,6,6,7,4,0
463,19,7,6,7,3,1
464,9,5,7,8,4,0
465,9,5,11,7,3,0
466,27,5,7,5,2,1
467,9,5,8,5,2,1
468,19,5,8,8,4,1
469,2,7,7,7,3,1
470,19,5,10,3,3,0
471,9,7,8,7,2,0
472,9,7,7,4,2,1
473,9,7,7,4,3,1
474,9,7,9,5,3,1
475,18,7,10,7,3,0
476,27,7,7,7,3,1
477,15,5,11,8,4,1
478,18,7,10,6,3,0
479,27,7,8,4,2,0
480,9,7,11,8,2,0
481,27,5,8,8,3,1
482,19,6,11,6,3,0
483,15,6,11,8,4,1
484,18,7,9,7,3,0
485,15,6,7,8,4,1
486,15,6,10,8,4,1
487,15,6,11,8,4,1
488,19,6,8,7,3,0
489,27,6,10,7,4,0
490,15,6,11,8,4,1
491,18,6,10,7,4,0
492,15,6,7,8,4,1
493,27,6,7,7,3,0
494,15,6,8,8,4,1
495,9,7,7,3,2,1
496,27,6,11,5,4,0
497,27,6,10,7,4,0
498,15,6,7,8,4,1
499,15,6,8,8,4,1
500,15,6,11,8,4,1
501,15,6,10,8,4,1
502,5,7,10,1,2,1
503,27,7,11,5,2,1
504,19,7,10,0,2,0
505,18,7,6,1,2,1
506,19,7,6,7,3,1
507,18,7,6,0,2,1
508,27,7,6,6,2,1
509,27,5,8,8,3,1
510,18,7,2,7,3,0
511,19,7,6,1,2,0
512,27,7,6,7,3,0
513,18,7,6,7,3,0
514,19,7,8,5,2,1
515,18,5,10,8,3,1
516,18,5,10,3,2,0
517,19,5,6,8,3,1
518,19,6,6,7,1,0
519,19,5,6,5,2,0
520,27,5,6,8,4,0
521,18,5,10,6,3,0
522,19,7,10,3,3,1
523,15,5,8,6,3,1
524,19,7,11,0,2,1
525,27,7,7,7,3,1
526,18,7,8,7,3,1
527,27,5,6,6,3,0
528,19,7,7,7,3,0
529,19,7,10,0,2,1
530,19,7,10,3,2,1
531,18,6,7,4,2,1
532,27,5,8,6,3,1
533,19,6,11,7,3,0
534,18,5,6,8,2,1
535,15,7,8,8,4,1
536,18,7,7,6,3,0
537,18,5,7,8,2,1
538,27,7,6,8,3,1
539,9,5,10,3,3,1
540,15,6,10,8,4,1
541,19,6,11,7,4,0
542,15,6,10,8,4,1
543,15,6,7,8,4,1
544,18,6,11,7,4,0
545,15,6,8,8,4,1
546,15,6,8,8,4,1
547,15,6,11,8,4,0
548,9,6,6,8,4,0
549,15,6,6,8,4,1
550,27,5,7,8,3,1
551,18,5,6,8,4,1
552,15,5,11,8,4,1
553,18,5,8,7,3,0
554,10,5,7,7,4,0
555,9,7,7,4,2,0
556,5,7,6,7,4,1
557,5,5,11,8,4,1
558,19,7,8,3,1,0
559,15,6,11,8,4,1
560,19,5,7,8,4,1
561,27,6,7,7,3,0
562,19,5,6,8,4,1
563,9,6,6,7,3,0
564,9,6,8,3,3,1
565,12,5,11,8,4,1
566,5,7,8,5,2,0
567,25,7,7,1,4,1
568,15,5,10,7,4,1
569,18,7,11,7,3,1
570,18,7,6,5,2,1
571,19,7,10,7,3,0
572,9,6,8,6,3,1
573,9,7,11,5,3,1
574,15,7,6,8,4,0
575,20,7,7,3,2,0
576,19,4,7,7,3,0
577,15,5,6,5,2,1
578,18,6,10,7,4,1
579,18,6,11,7,3,0
580,18,7,8,1,2,1
581,1,7,9,5,2,0
582,18,7,9,8,4,0
583,5,7,11,8,2,1
584,9,7,10,5,2,1
585,18,7,8,4,2,0
586,18,7,6,8,2,1
587,15,6,10,8,4,1
588,15,6,8,8,4,1
589,18,6,10,6,4,0
590,18,5,10,7,3,1
591,18,5,7,7,3,0
592,10,2,6,7,3,0
593,15,7,11,8,4,0
594,18,6,6,4,3,1
595,9,7,11,5,2,1
596,9,6,11,6,3,0
597,10,4,8,7,3,0
598,9,6,10,7,3,0
599,19,7,8,3,2,0
600,15,7,7,8,2,1
601,19,7,11,8,2,0
602,0,7,9,8,3,1
603,19,7,8,7,3,0
604,27,6,7,7,3,0
605,15,6,11,8,4,1
606,15,6,8,8,4,1
607,15,6,6,8,4,1
608,15,6,10,8,4,1
609,18,6,11,8,4,1
610,15,6,8,8,4,1
611,15,6,7,8,4,1
612,9,7,7,5,2,0
613,18,7,8,7,3,1
614,18,7,11,8,4,1
615,27,5,11,8,4,1
616,5,7,7,7,3,1
617,18,7,6,6,3,0
618,5,7,8,7,3,1
619,15,5,7,8,4,1
620,18,7,7,3,4,1
621,18,7,11,4,2,0
622,15,6,10,8,4,1
623,15,6,6,8,4,0
624,12,7,8,4,4,1
625,10,7,10,5,3,1
626,19,7,6,4,2,1
627,18,6,8,6,3,0
628,18,7,6,7,3,1
629,27,7,8,8,2,1
630,5,7,10,2,4,1
631,15,7,7,6,3,1
632,5,7,8,6,2,1
633,19,7,6,7,3,0
634,18,5,11,8,4,0
635,15,5,11,6,4,1
636,18,5,7,3,4,1
637,18,7,11,6,3,0
638,18,7,8,7,2,0
639,0,7,7,8,4,1
640,9,7,6,0,2,1
641,12,6,10,8,1,1
642,5,5,10,8,4,0
643,18,5,6,8,4,1
644,18,7,7,5,3,1
645,18,7,8,5,3,0
646,9,7,7,8,4,0
647,20,5,11,3,4,0
648,9,7,10,7,3,0
649,19,6,8,7,3,0
650,19,6,8,6,3,0
651,18,5,11,4,4,1
652,15,6,11,8,4,1
653,15,6,10,8,4,1
654,18,6,11,6,4,0
655,15,6,7,8,4,1
656,19,5,8,5,2,1
657,18,7,6,7,3,0
658,0,7,11,0,2,0
659,20,7,6,2,3,1
660,10,5,10,8,2,0
661,27,5,7,7,2,1
662,9,5,11,4,3,1
663,19,7,6,8,2,0
664,19,7,7,7,3,0
665,19,7,10,4,2,1
666,19,6,10,7,4,0
667,18,6,8,7,3,0
668,19,7,6,7,3,1
669,18,6,8,3,3,0
670,18,6,7,6,3,0
671,27,7,8,7,3,0
672,18,7,8,8,3,1
673,9,7,6,3,2,1
674,9,5,10,7,3,0
675,27,7,9,7,3,0
676,19,6,8,5,3,0
677,27,7,9,8,3,1
678,18,4,7,6,3,0
679,27,4,8,7,3,0
680,19,6,6,8,2,0
681,15,7,11,8,2,0
682,27,7,11,7,3,0
683,18,7,7,7,3,1
684,15,6,10,8,4,1
685,15,6,8,8,4,1
686,15,6,11,8,4,1
687,15,6,6,8,4,1
688,15,6,7,8,4,1
689,18,6,10,7,4,0
690,15,6,11,8,4,0
691,15,6,11,8,4,1
692,18,5,10,3,2,1
693,18,7,7,7,3,1
694,19,7,11,8,2,1
695,18,7,8,3,2,0
696,18,7,8,6,3,0
697,5,7,7,8,2,1
698,18,5,11,8,3,1
699,18,5,8,8,3,1
700,27,6,11,2,4,1
701,5,7,6,7,3,0
702,15,6,11,8,4,1
703,15,6,11,8,4,1
704,18,6,8,3,4,1
705,15,6,7,8,4,1
706,18,5,10,7,4,0
707,25,6,11,7,3,0
708,19,5,8,2,4,1
709,9,2,7,8,1,0
710,18,6,8,7,3,0
711,20,7,11,8,4,1
712,20,7,6,8,2,1
713,9,4,8,7,2,0
714,19,6,11,8,3,1
715,5,7,10,7,3,0
716,18,6,11,7,3,0
717,15,6,10,8,4,1
718,15,6,11,8,4,1
719,15,6,6,8,4,1
720,15,6,10,8,4,0
721,15,6,7,8,4,1
722,18,6,8,7,4,0
723,15,6,7,8,4,1
724,9,6,11,3,4,1
725,2,6,10,7,4,0
726,15,6,8,8,4,1
727,15,6,6,8,4,1
728,19,5,6,3,2,0
729,18,7,10,6,3,1
730,18,7,6,7,3,0
731,19,7,8,7,2,0
732,18,7,7,8,3,0
733,19,6,11,6,2,0
734,18,6,8,7,2,0
735,18,7,10,5,2,1
736,19,7,8,3,2,0
737,18,7,11,7,3,0
738,19,7,6,1,3,0
739,18,7,6,3,2,0
740,1,7,10,6,3,1
741,27,7,10,7,3,1
742,19,7,8,8,2,0
743,15,7,6,3,2,1
744,25,7,11,0,4,1
745,18,7,6,8,3,0
746,9,7,8,5,2,1
747,18,7,8,5,2,0
748,25,7,7,8,3,1
749,18,7,11,4,2,1
750,5,7,6,8,2,1
751,19,7,11,0,2,0
752,25,7,6,7,3,1
753,18,7,10,6,3,0
754,27,6,6,6,1,0
755,9,6,10,8,4,0
756,19,6,8,7,3,0
757,19,6,10,5,3,0
758,9,5,11,8,4,1
759,18,6,8,6,3,0
760,18,6,11,7,3,0
761,19,6,8,7,4,0
762,19,6,11,7,4,0
763,15,6,8,8,4,1
764,27,6,6,6,2,0
765,9,6,8,7,4,0
766,15,6,10,8,4,1
767,18,6,10,8,4,1
768,9,6,6,7,3,1
769,18,7,8,6,3,0
770,15,6,10,8,4,0
771,19,6,11,6,2,0
772,15,6,6,8,4,1
773,9,6,7,6,4,1
774,18,5,6,6,4,0
775,19,5,6,8,4,1
776,9,5,7,6,4,1
777,27,5,8,3,3,0
778,18,5,11,4,4,1
779,5,5,7,8,4,1
780,18,5,10,7,3,0
781,27,5,11,7,4,0
782,10,5,6,5,1,0
783,20,5,7,8,4,1
784,0,5,7,8,4,1
785,15,5,8,8,4,1
786,18,5,11,2,4,1
787,18,5,7,3,4,1
788,18,5,6,8,1,1
789,18,5,8,8,4,0
790,27,5,11,8,3,0
791,10,5,10,8,4,0
792,18,5,11,3,2,1
793,15,5,10,8,4,1
794,15,5,10,8,4,1
795,18,5,6,6,3,0
796,27,5,7,5,4,1
797,9,6,10,8,3,0
798,19,7,7,4,3,1
799,25,7,10,6,3,1
800,9,7,7,8,2,1
801,27,7,6,8,2,1
802,19,5,11,4,4,1
803,15,6,7,8,4,1
804,19,6,6,8,2,0
805,15,6,7,8,4,1
806,19,6,11,5,3,0
807,15,6,8,8,4,0
808,15,6,11,8,4,1
809,15,6,7,8,4,1
810,15,6,2,8,4,0
811,15,6,8,6,4,1
812,18,6,10,8,4,1
813,18,6,8,7,3,0
814,10,7,6,8,0,1
815,19,6,8,7,3,0
816,19,6,7,7,3,0
817,9,7,7,4,3,1
818,25,5,11,8,3,0
819,18,7,11,3,2,0
820,12,7,10,8,3,0
821,18,6,8,6,3,0
822,9,7,11,8,2,1
823,19,6,7,4,2,0
824,15,5,11,8,4,1
825,5,7,10,8,3,1
826,18,7,8,8,2,1
827,27,7,11,5,3,0
828,20,7,6,8,2,1
829,0,7,11,8,4,1
830,19,7,7,8,3,1
831,9,6,7,6,2,0
832,19,7,10,7,2,0
833,25,5,6,8,4,1
834,19,6,7,7,3,0
835,27,5,8,6,4,0
836,9,5,11,8,4,0
837,18,7,8,7,3,0
838,18,5,6,6,4,0
839,15,6,10,8,4,1
840,15,6,6,8,4,0
841,27,5,7,7,4,0
842,15,6,8,6,4,0
843,15,6,7,8,4,1
844,15,6,10,8,4,1
845,18,5,6,8,4,1
846,18,5,11,7,3,0
847,18,5,6,7,3,0
848,9,5,6,8,2,1
849,19,6,10,7,4,0
850,18,7,11,1,3,0
851,5,5,10,8,2,0
852,18,7,6,8,2,1
853,27,7,7,6,3,0
854,18,7,11,6,2,0
855,5,5,8,8,3,1
856,9,7,8,7,3,0
857,9,7,6,6,2,0
858,9,7,9,7,3,0
859,5,6,11,5,2,0
860,18,6,7,6,3,1
861,27,7,8,8,2,1
862,5,6,11,7,3,0
863,5,5,11,8,3,1
864,27,6,11,6,3,1
865,18,5,10,6,3,0
866,27,5,6,7,3,1
867,19,5,10,8,3,0
868,18,6,8,3,3,1
869,19,4,8,5,3,0
870,18,7,7,6,3,1
871,18,7,6,7,3,1
872,25,6,7,7,3,0
873,18,7,11,8,4,1
874,15,5,6,6,3,1
875,19,7,8,3,3,1
876,27,6,7,5,3,1
877,0,7,2,5,2,1
878,18,7,11,8,3,1
879,15,6,6,8,4,1
880,9,6,10,6,3,0
881,18,7,6,1,2,0
882,9,7,8,3,3,1
883,5,7,10,7,3,1
884,0,6,11,8,3,0
885,15,5,6,8,2,1
886,19,5,7,8,2,1
887,18,5,10,3,2,0
888,18,7,10,8,3,1
889,9,7,8,7,3,0
890,27,7,7,4,2,1
891,2,7,6,8,3,1
892,9,6,6,6,4,0
893,9,5,8,3,3,1
894,15,5,6,6,2,1
895,18,5,6,8,3,0
896,9,4,8,7,3,0
897,9,4,8,7,3,0
898,19,4,6,8,2,0
899,9,4,8,7,3,1
900,9,6,8,7,3,0
901,19,6,7,3,3,1
902,5,7,6,4,1,1
903,27,7,10,6,3,0
904,18,7,6,8,2,1
905,19,7,7,8,2,1
906,15,6,8,8,4,1
907,25,6,10,7,4,0
908,15,6,6,8,4,1
909,18,6,8,4,4,0
910,15,6,6,8,4,1
911,15,6,10,8,4,1
912,15,6,7,8,4,1
913,15,6,8,7,4,1
914,18,6,10,8,4,0
915,1,6,6,7,3,0
916,15,6,8,8,4,1
917,15,6,7,8,4,1
918,10,6,10,6,4,1
919,10,7,6,2,4,0
920,19,7,7,5,3,1
921,18,7,10,7,3,0
922,18,6,10,7,4,0
923,9,6,10,6,4,0
924,19,7,7,4,3,1
925,19,7,10,7,3,1
926,15,6,6,8,4,1
927,15,6,8,8,4,1
928,27,7,10,8,3,1
929,15,6,6,8,4,1
930,15,6,10,8,4,1
931,9,7,8,6,3,0
932,27,7,11,7,3,0
933,18,7,9,2,2,0
934,18,7,11,8,2,0
935,18,7,11,7,2,0
936,18,7,6,7,3,0
937,15,6,10,8,4,0
938,15,6,8,8,4,1
939,15,6,7,8,4,1
940,19,6,10,8,4,1
941,27,7,7,8,3,1
942,15,6,7,8,4,1
943,15,6,6,8,4,1
944,18,7,7,8,2,1
945,19,7,11,1,2,0
946,18,7,11,6,3,1
947,27,5,6,6,3,1
948,18,5,7,7,3,0
949,18,5,11,7,3,0
950,27,5,11,6,2,1
951,18,5,11,8,2,0
952,5,5,11,8,2,1
953,9,6,11,3,3,1
954,27,5,11,7,2,0
955,18,6,11,7,3,0
956,18,5,11,3,2,0
957,18,5,11,4,2,0
958,19,5,7,8,2,1
959,5,7,11,4,2,1
960,18,6,7,6,3,1
961,27,7,7,5,2,1
962,27,6,11,5,2,0
963,27,7,7,7,3,1
964,9,7,11,7,3,0
965,19,6,11,7,4,0
966,19,7,11,0,2,1
967,19,7,7,2,2,1
968,19,6,11,8,4,0
969,10,6,11,4,0,1
970,25,7,11,8,2,1
971,18,7,7,0,2,1
972,10,7,11,3,2,1
973,9,4,7,7,1,0
974,18,6,11,7,3,0
975,19,7,7,6,3,0
976,18,7,11,6,3,0
977,9,6,7,7,1,0
978,27,7,7,6,3,1
979,9,7,11,0,2,0
980,5,5,7,7,2,0
981,27,5,7,8,3,1
982,9,5,11,8,3,1
983,18,6,7,6,3,1
984,19,4,8,7,3,0
985,19,7,11,2,2,1
986,18,5,7,8,2,0
987,20,7,10,1,2,1
988,12,7,10,8,4,1
989,26,7,7,6,4,1
990,19,7,11,8,3,0
991,18,7,8,7,3,0
992,27,7,10,5,4,1
993,19,7,8,7,2,0
994,9,5,11,8,3,0
